gene,immune_cells,cor,p.value
RP11-710C12.1,Gamma delta T cell,-0.23867236712896,3.33906461911648e-05
RP11-710C12.1,Immature  B cell,0.0980839195995601,0.0920999079461383
RP11-710C12.1,Immature dendritic cell,-0.197451403343029,0.000634540705253694
RP11-710C12.1,Macrophage,-0.00344396824913918,0.952950724858908
RP11-710C12.1,Mast cell,-0.114212916407886,0.0496337006374946
RP11-710C12.1,MDSC,-0.0345916835084336,0.553316934577874
RP11-710C12.1,Memory B cell,-0.203017139213615,0.000440198970234036
RP11-710C12.1,Monocyte,-0.123185372180969,0.0341353906620956
RP11-710C12.1,Natural killer cell,-0.0924640463804388,0.112403270079106
RP11-710C12.1,Natural killer T cell,-0.157523720661,0.00661461797785412
RP11-710C12.1,Neutrophil,-0.21247197264352,0.000231258133649807
RP11-710C12.1,Plasmacytoid dendritic cell,-0.111056523903317,0.0563250949023545
RP11-710C12.1,Regulatory T cell,-0.00659550227371084,0.910034985374715
RP11-710C12.1,T follicular helper cell,-0.119333060255911,0.0401955594171919
RP11-710C12.1,Type 1 T helper cell,-0.0877263343150168,0.132113572750654
RP11-710C12.1,Type 17 T helper cell,-0.283165170158431,7.31215482681432e-07
RP11-710C12.1,Type 2 T helper cell,-0.151943640706614,0.00883701890747581
RP11-155O18.6,Activated B cell,-0.114205268117788,0.0496490752632135
RP11-155O18.6,Activated CD4 T cell,-0.0877308437774155,0.132093620953425
RP11-155O18.6,Activated CD8 T cell,-0.206296267806789,0.000353260439300112
RP11-155O18.6,Activated dendritic cell,-0.14332965668459,0.0135771739878519
RP11-155O18.6,CD56bright natural killer cell,-0.346790180513436,8.65020726818203e-10
RP11-155O18.6,CD56dim natural killer cell,-0.226869929304914,8.21040580694373e-05
RP11-155O18.6,Central memory CD4 T cell,-0.216116682641718,0.000179066256320658
RP11-155O18.6,Central memory CD8 T cell,-0.251324606159976,1.20823000426535e-05
RP11-155O18.6,Effector memeory CD4 T cell,-0.179206202222613,0.00196660857518793
RP11-155O18.6,Effector memeory CD8 T cell,-0.202503630862152,0.000455489922534455
RP11-155O18.6,Eosinophil,-0.143464537874044,0.0134884003802837
RP11-155O18.6,Gamma delta T cell,-0.285378520462115,5.93613925955141e-07
RP11-155O18.6,Immature  B cell,-0.110472321305019,0.0576420657376016
RP11-155O18.6,Immature dendritic cell,-0.252149394222419,1.12861537348445e-05
RP11-155O18.6,Macrophage,-0.243538514307673,2.27313478542415e-05
RP11-155O18.6,Mast cell,-0.258764587790283,6.47763045947356e-06
RP11-155O18.6,MDSC,-0.182094001548115,0.00165547928921926
RP11-155O18.6,Memory B cell,-0.22280868676687,0.000110711094615151
RP11-155O18.6,Monocyte,-0.211322500810036,0.000250464152166664
RP11-155O18.6,Natural killer cell,-0.196671581078683,0.000667379933276501
RP11-155O18.6,Natural killer T cell,-0.29939343952484,1.52032030401009e-07
RP11-155O18.6,Neutrophil,-0.252555888647584,1.09123543039719e-05
RP11-155O18.6,Plasmacytoid dendritic cell,-0.212348569549709,0.000233252112502498
RP11-155O18.6,Regulatory T cell,-0.13904422911639,0.0166782791444152
RP11-155O18.6,T follicular helper cell,-0.232754728507242,5.2729579708139e-05
RP11-155O18.6,Type 1 T helper cell,-0.211549230768295,0.000246561819648601
RP11-155O18.6,Type 17 T helper cell,-0.312924359533812,3.80416880969268e-08
RP11-155O18.6,Type 2 T helper cell,-0.24754122349935,1.64681450188879e-05
CASC15,Activated B cell,-0.0882660780965866,0.12968929925122
CASC15,Activated CD4 T cell,-0.214653636687535,0.000205074678497584
CASC15,Activated CD8 T cell,-0.24571875419333,2.02459206464249e-05
CASC15,Activated dendritic cell,-0.187160195634772,0.00123746515113927
CASC15,CD56bright natural killer cell,-0.300053211917619,1.63793318590829e-07
CASC15,CD56dim natural killer cell,-0.199288811153218,0.000576161451254504
CASC15,Central memory CD4 T cell,-0.206527020086342,0.000357389098166748
CASC15,Central memory CD8 T cell,-0.172814725357098,0.0028871253942621
CASC15,Effector memeory CD4 T cell,-0.116932032186269,0.0444607671276686
CASC15,Effector memeory CD8 T cell,-0.176444703563348,0.0023435289987232
CASC15,Eosinophil,-0.164944914097456,0.00447822776115887
CASC15,Gamma delta T cell,-0.263890392703952,4.51922673681945e-06
CASC15,Immature  B cell,-0.106413655566198,0.067532102571533
CASC15,Immature dendritic cell,-0.254636608873897,9.8322571822734e-06
CASC15,Macrophage,-0.126347765330816,0.0298174979744696
CASC15,Mast cell,-0.153672316384181,0.00813891783439774
CASC15,MDSC,-0.13197666079022,0.0232118976431325
CASC15,Memory B cell,-0.29066986863597,4.04668334857279e-07
CASC15,Monocyte,-0.196783223901868,0.000677198864696639
CASC15,Natural killer cell,-0.21553787994466,0.000192808456396569
CASC15,Natural killer T cell,-0.276380849262205,1.51203435391276e-06
CASC15,Neutrophil,-0.240668711855152,3.01272965679217e-05
CASC15,Plasmacytoid dendritic cell,-0.123632569395281,0.0335414328462194
CASC15,Regulatory T cell,-0.0261996973861381,0.653302387979626
CASC15,T follicular helper cell,-0.233297241771818,5.30270406324097e-05
CASC15,Type 1 T helper cell,-0.218590393166664,0.00015553973257477
CASC15,Type 17 T helper cell,-0.238285280658162,3.62395623032202e-05
CASC15,Type 2 T helper cell,-0.195074889990144,0.000755238729585642
RP11-449P15.2,Activated B cell,-0.282419707843437,8.73722359564371e-07
RP11-449P15.2,Activated CD4 T cell,-0.273185820643448,2.01087141134909e-06
RP11-449P15.2,Activated CD8 T cell,-0.377485343587039,2.58534334675621e-11
RP11-449P15.2,Activated dendritic cell,-0.355133099200896,4.1943018086547e-10
RP11-449P15.2,CD56bright natural killer cell,-0.336763419814267,3.4972554240381e-09
RP11-449P15.2,CD56dim natural killer cell,-0.240296228431822,3.10134481386062e-05
RP11-449P15.2,Central memory CD4 T cell,-0.231480633175548,6.07913434888416e-05
RP11-449P15.2,Central memory CD8 T cell,-0.302340861662896,1.30758841386088e-07
RP11-449P15.2,Effector memeory CD4 T cell,-0.317939819634735,2.67612694944417e-08
RP11-449P15.2,Effector memeory CD8 T cell,-0.330118870796837,7.28455607950557e-09
RP11-449P15.2,Eosinophil,-0.274716010309231,1.75497564580554e-06
RP11-449P15.2,Gamma delta T cell,-0.298062623486352,1.98956508447912e-07
RP11-449P15.2,Immature  B cell,-0.276091191345429,1.55185006209767e-06
RP11-449P15.2,Immature dendritic cell,-0.293571074927007,3.06967911582809e-07
RP11-449P15.2,Macrophage,-0.285407441339645,6.62990202890514e-07
RP11-449P15.2,Mast cell,-0.283319220607356,8.04316284742874e-07
RP11-449P15.2,MDSC,-0.329203625813795,8.04855783158565e-09
RP11-449P15.2,Memory B cell,-0.27708509742408,1.4192690198943e-06
RP11-449P15.2,Monocyte,-0.209731765663969,0.000287789316555993
RP11-449P15.2,Natural killer cell,-0.354411730682917,4.5707744674038e-10
RP11-449P15.2,Natural killer T cell,-0.442550562889546,0
RP11-449P15.2,Neutrophil,-0.305770485431502,9.29576344642947e-08
RP11-449P15.2,Plasmacytoid dendritic cell,-0.272383477468223,2.15894378550006e-06
RP11-449P15.2,Regulatory T cell,-0.207512134630779,0.000334481983315754
RP11-449P15.2,T follicular helper cell,-0.387980584590754,6.32375600195438e-12
RP11-449P15.2,Type 1 T helper cell,-0.351501732857665,6.45036235146155e-10
RP11-449P15.2,Type 17 T helper cell,-0.280240795495033,1.0664592942809e-06
RP11-449P15.2,Type 2 T helper cell,-0.359842585266314,2.37947571004333e-10
FLJ16779,Activated B cell,-0.0826439174473613,0.156111726387169
FLJ16779,Activated CD4 T cell,-0.178789710401175,0.00201564552625143
FLJ16779,Activated CD8 T cell,-0.13712622493895,0.0182558758229052
FLJ16779,Activated dendritic cell,-0.0895105485402025,0.124399242240054
FLJ16779,CD56bright natural killer cell,-0.180833780325496,0.0017852508039897
FLJ16779,CD56dim natural killer cell,-0.131730750352656,0.0234098755759585
FLJ16779,Central memory CD4 T cell,-0.052559484187184,0.367554083686031
FLJ16779,Central memory CD8 T cell,-0.0562806447625672,0.334566425641524
FLJ16779,Effector memeory CD4 T cell,0.0350837738516293,0.547683325501964
FLJ16779,Effector memeory CD8 T cell,-0.185848392437777,0.00131834969738562
FLJ16779,Eosinophil,0.0110607460405713,0.849703396011588
FLJ16779,Gamma delta T cell,-0.0979274703838873,0.0926224758472967
FLJ16779,Immature  B cell,-0.0873942859719613,0.133589089416854
FLJ16779,Immature dendritic cell,-0.113886672423766,0.0502930571460282
FLJ16779,Macrophage,0.0135402856952042,0.81655289864826
FLJ16779,Mast cell,0.0162137273870322,0.781173970500354
FLJ16779,MDSC,-0.0980926804728578,0.092070714897923
FLJ16779,Memory B cell,-0.149937642594578,0.00978518242709184
FLJ16779,Monocyte,-0.0706081079405132,0.22583409094439
FLJ16779,Natural killer cell,-0.0274845725323446,0.637675961502355
FLJ16779,Natural killer T cell,-0.117804511676495,0.0428399570315739
FLJ16779,Neutrophil,-0.146905088776585,0.0113900038985205
FLJ16779,Plasmacytoid dendritic cell,0.0187862844867157,0.747549442111874
FLJ16779,Regulatory T cell,-0.076669976162991,0.188363464005684
FLJ16779,T follicular helper cell,-0.0811996017956052,0.163498374903784
FLJ16779,Type 1 T helper cell,-0.0550806734440784,0.344990228854051
FLJ16779,Type 17 T helper cell,-0.126349621740474,0.0297562154536274
FLJ16779,Type 2 T helper cell,-0.208192941277698,0.000310562235482219
